Course Code,Title,Credits,Attributes,Description,Typically Offered,Sections
AADM-Y 550,PRACTICUM IN ARTS ADMINISTRATION,0–3 credits,,"The practicum focuses on building your professional portfolio by adding variety and depth to your arts administration skill set through self-directed projects, research, and/or participation in shadowing, conferences, and workshops. Students complete a total of 150 hours (3 credits) of practicum over the course of their time in the program.","Spring, Summer, Fall","Class #: Open | F
Friday
9:00 AM–1:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 278 | Megan Starnes | 30/48
Waitlist 0
Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Megan Starnes | 36/48
Waitlist 0"
AADM-Y 559,PUBLIC POLICY AND THE ARTS,3 credits,,"This course looks at the various philosophies and practices of government support for the arts in the US and elsewhere. Additional selected topics include ethical issues regarding problematic works of art, multiculturalism and diversity, equity in the arts, and the politicization of art.",Summer,"Class #: Open | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 275 | Ursula Kuhar | 27/48
Waitlist 0"
AADM-Y 562,LEGAL ISSUES IN THE ARTS,3 credits,,"This course considers national and international legal aspects of the protection of cultural heritage and cultural diversity, copyright and related rights, freedom of expression, antitrust, and the evolving legal frameworks regulating social media.",Fall,"Class #: Open | Tu
Tuesday
8:00 AM–10:30 AM
Regular Academic Session
8/25/2025–12/19/2025 | AC C114 | Staff | 6/24
Waitlist 0"
AADM-Y 650,SEMINAR IN ARTS ADMINISTRATION,3 credits,,"Seminar that addresses key leadership and management issues for arts administrators: organizational culture and teamwork, healthy conflict, trust and accountability, boards and governance, change and crisis management, personal leadership development. Course is structured to include lecture/discussion, reflection, simulations, and visits by guest speakers.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A205 | Karen Gahl-Mills | 3/24
Waitlist 0"
AADM-Y 680,READINGS IN ARTS ADMINISTRATION,1–3 credits,,Supervised readings in Arts Administration.,"Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Karen Gahl-Mills | 20/20
Waitlist 0"
AADM-Y 690,INDEPENDENT STUDY IN ARTS ADMINISTRATION,1–3 credits,,,"Spring, Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Karen Gahl-Mills | 20/20
Waitlist 0"
AADM-Y 750,INTERNSHIP IN ARTS ADMINISTRATION,0–3 credits,,"The internship shall consist of 280 hours, in a managerial office of a museum, theatrical or musical organization, or community, state, regional, or national arts council. Taken in the summer following the first year of course work or in the spring or summer following the final semester of course work.","Spring, Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Celeste Ross | 145/150
Waitlist 0"
AAST-A 101,INTRODUCTION TO ASIAN AMERICAN STUDIES,3 credits,COLL (CASE) Culture Studies: Diversity in U.S. (51); COLL (CASE) S&H Breadth of Inquiry credit (375); IUB GenEd S&H credit (166),"Examines the histories, experiences, and cultures that shape the Asian American community. Through articles, books, and film, this course explores the commonalities and the diversity of experiences among Asians in the United States, with particular focus on such issues as immigration, education, community, and identity.","Summer, Fall","Class #: Closed | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | WY 101 | Lisa Kwong | 0/40
Waitlist 0"
AAST-A 201,ASIAN DIASPORA EXPERIENCE,3 credits,COLL (CASE) A&H Breadth of Inquiry credit (383); COLL (CASE) Culture Studies: Global Civ & Culture (187); IUB GenEd A&H credit (190); IUB GenEd World Culture credit (79),"Explores the Asian Diaspora in the United States and elsewhere in the world. Examines Asian diasporic experience through diverse cultural forms: literature, art, music, dance, theater, news, film, and other popular media. Addresses such salient issues as identity in transition, ecology and human ecology, globalization, and more.",Fall,"Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | AC C002 | Lisa Kwong | 0/40
Waitlist 4"
ABEH-A 101,INTRODUCTION TO ANIMAL BEHAVIOR,3 credits,COLL (CASE) N&M Breadth of Inquiry credit (177); IUB GenEd N&M credit - Natural Science (71),"Provides students with a general introduction to the scientific study of animal behavior, including a broad overview of how developmental, physiological, and ecological factors determine behaviors and the evolutionary forces that shape those behaviors.","Spring, Summer, Fall","Class #: Closed | MWF
Monday, Wednesday, Friday
1:55 PM–2:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | GY 1045 | Lisa Barrett | 0/105
Waitlist 4"
ABEH-A 200,WORKSHOP IN ANIMAL BEHAVIOR,3 credits,COLL (CASE) Career Readiness 2 (19),For students pursuing a major in animal behavior. Introduces a range of research topics within animal behavior. Provides information on general experimental methods and design and on potential research opportunities in the field.,"Summer, Fall","Class #: Closed | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 008 | Lisa Barrett | 0/36
Waitlist 0"
ABEH-A 301,ANIMAL CONSERVATION SCIENCE,3 credits,,"Following an introduction to the broad field of conservation biology, students learn how research in ecology, evolution, behavior, physiology, genetics, genomics, and development are applied to animal conservation.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 227 | Adam Fudickar | 6/37
Waitlist 0"
ABEH-A 350,ANIMAL BEHAVIOR LABORATORY,3 credits,COLL INTENSIVE WRITING SECTIONS (93),"Teaches how to observe, quantify, and manipulate animal behavior in a laboratory setting. Practices fundamental experimental techniques used in ethological research.","Summer, Fall","Class #: Closed | W
Wednesday
9:00 AM–12:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | JH 061 | Adam Fudickar | 0/24
Waitlist 2"
ABEH-A 400,ADVANCED WORKSHOP IN ANIMAL BEHAVIOR,3 credits,COLL (CASE) Career Readiness 2 (19),"Research seminar for advanced animal behavior students. Focuses on an individual research project that culminates in a formal presentation related to the student's independent research or internship experience. Goal is to improve independent study, problem-solving, research, reading, writing, and oral presentation skills. Students also critically evaluate research in the primary literature and research presentations at the annual Animal Behavior Conference.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 008 | Lisa Barrett | 21/24
Waitlist 0"
ABEH-A 401,TOPICAL ISSUES IN ANIMAL BEHAVIOR,1–3 credits,,Topics related to the scientific study of animal behavior not studied extensively in other courses. Topics vary.,"Summer, Fall","Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | JH 248 | Ellen Ketterson | 0/11
Waitlist 0"
ABEH-A 401,SPECIAL TOPICS IN AVIAN CONSERVATION (TOPICAL ISSUES IN ANIMAL BEHAVIOR),1–3 credits,,Topics related to the scientific study of animal behavior not studied extensively in other courses. Topics vary.,"Summer, Fall","Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | JH 248 | Ellen Ketterson | 0/11
Waitlist 0"
ABEH-A 501,SEMINAR IN THE INTEGRATIVE STUDY OF ANIMAL BEHAVIOR,1–3 credits,,"Investigation of functional behavior of animals (e.g., migration, parental behavior, mate choice) using an interdisci­plinary approach that attempts to integrate the perspectives of developmental psychology, ecology and evolutionary biology, neural science, and the science of learning and memory. Topic will vary.","Summer, Fall","Class #: Open | F
Friday
2:00 PM–3:30 PM
Regular Academic Session
8/25/2025–12/19/2025 | HD TBA | Dale Sengelaub | 2/10
Waitlist 0"
ABEH-A 501,TOPICAL ISSUES IN ANIMAL BEHAVIOR (DIFFERENCES AMO (SEMINAR IN THE INTEGRATIVE STUDY OF ANIMAL BEHAVIOR),1–3 credits,,"Investigation of functional behavior of animals (e.g., migration, parental behavior, mate choice) using an interdisci­plinary approach that attempts to integrate the perspectives of developmental psychology, ecology and evolutionary biology, neural science, and the science of learning and memory. Topic will vary.","Summer, Fall","Class #: Open | F
Friday
2:00 PM–3:30 PM
Regular Academic Session
8/25/2025–12/19/2025 | HD TBA | Dale Sengelaub | 2/10
Waitlist 0"
ABEH-X 473,ANIMAL BEHAVIOR INTERNSHIP,1–6 credits,,Hands-on animal behavior research experience in practical situations. Interns are matched with faculty mentors and internship sites. Students combine research with practical service to the host organization.,"Spring, Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Adam Fudickar | 3/8
Waitlist 0"
ABEH-X 491,INDEPENDENT STUDY IN ANIMAL BEHAVIOR,1–3 credits,,"Independent study under supervision of a faculty member. Study in depth of a topic of interest to the student, culminating in a research paper and presentation.","Spring, Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Cara Wellman | 10/10
Waitlist 0
Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Erica Cartmill | 10/10
Waitlist 0"
AERO-A 101,HERITAGE AND VALUES OF THE UNITED STATES AIR FORCE I,1 credit,,,Fall,"Class #: Open | Th
Thursday
1:45 PM–2:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | WH 121 | Nick Warner, Brendan Benning | 35/58
Waitlist 0"
AERO-A 151,AIR FORCE ROTC LEADERSHIP LABORATORY (LLAB) I,1 credit,,"The purpose of the Leadership Lab (LLAB) program is to augment the AFROTC academic curriculum by providing prospective Air Force officers the opportunities and feedback needed to develop the leadership, followership, managerial, and supervisory skills required of successful Air Force officers. LLAB is a dynamic and integrated grouping of leadership and professional development activities designed to meet the needs and expectations of prospective Air Force officers and complement the AFROTC academic program. It is a student-planned, student-organized and student-executed practicum conducted under the supervision of the Detachment Commander and Operations Flight Commander/Operations Officer.",Fall,"Class #: Open | Th
Thursday
4:10 PM–7:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | JH 009 | Nick Warner, Mason Jenkins, Tyler Harman, Brendan Benning | 13/60
Waitlist 0"
AERO-A 201,TEAM AND LEADERSHIP FUNDAMENTALS I,1 credit,,,Fall,"Class #: Open | Th
Thursday
12:45 PM–1:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | SW 221 | Mason Jenkins, Nick Warner, Brendan Benning | 11/25
Waitlist 0"
AERO-A 301,LEADING PEOPLE AND EFFECTIVE COMMUNICATION I,3 credits,,,Fall,"Class #: Open | Th
Thursday
12:45 PM–2:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | HD TBA | Nick Warner | 10/20
Waitlist 0"
AERO-A 401,NATIONAL SECURITY AND PREPARATION FOR ACTIVE DUTY I,3 credits,,"Analysis of the United States foreign and defense policies, with emphasis on the study of international alliances and case studies on policy formulation. Other topics include societal attitudes toward the military, the military officer in the democratic society, the requisites for maintaining national security, constraints on the defense establishment, and military law. Case studies are included.",Fall,"Class #: Open | Tu
Tuesday
12:45 PM–2:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 333 | Nick Warner, Tyler Harman | 7/15
Waitlist 0"
AFRI-A 100,INTRODUCTION TO AFRICAN STUDIES,3 credits,COLL (CASE) A&H Breadth of Inquiry credit (383); COLL (CASE) Culture Studies: Global Civ & Culture (187); IUB GenEd World Culture credit (79),"Interdisciplinary introduction to African Studies, with topics focusing on history, geography, life-ways, music, religion, philosophy, literature, and the visual arts. Critically examines the framing of Africa in the Global North and modes of knowledge production about Africa. Provides foundation for further coursework in African Studies.","Summer, Fall","Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | GY 1043 | Emily Stratton | 0/50
Waitlist 2"
AFRI-A 500,ADVANCED TOPICS IN AFRICAN STUDIES,1–4 credits,,Advanced and intensive study of selected topics in African Studies. To include topics not ordinarily covered by existing African Studies Program courses. May not duplicate a regularly offered course.,"Spring, Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Barbaro Martinez-Ruiz | 8/8
Waitlist 0"
AFRI-A 651,INDEPENDENT RESEARCH / DIRECTED READINGS,1–4 credits,,"Individually designed course in preparation for and writing of M.A. thesis. Must be directed by an African Studies faculty affiliate and approved by the student's disciplinary advisor and the African Studies Program director. May include fieldwork in Africa and/or research in museums, archives, and libraries.","Spring, Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Barbaro Martinez-Ruiz | 7/8
Waitlist 0"
AFRI-A 731,SEMINAR ON CONTEMPORARY AFRICA,1–3 credits,,AFRI-A 731 seminars are interdisciplinary graduate courses offered on a different topic by African Studies faculty across the disciplines and professional schools. They include intensive readings and guest lectures by national and international scholars.,"Summer, Fall","Class #: Open | W
Wednesday
5:30 PM–8:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | ED 2025 | Beth Samuelson | 1/10
Waitlist 0"
AFRI-A 731,"DECOLONIALITY, LANGUAGE, AND CULTURE (SEMINAR ON CONTEMPORARY AFRICA)",1–3 credits,,AFRI-A 731 seminars are interdisciplinary graduate courses offered on a different topic by African Studies faculty across the disciplines and professional schools. They include intensive readings and guest lectures by national and international scholars.,"Summer, Fall","Class #: Open | W
Wednesday
5:30 PM–8:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | ED 2025 | Beth Samuelson | 1/10
Waitlist 0"
AFRI-B 101,ELEMENTARY BAMANA I,4 credits,IUB GenEd World Language class (113),"Introduction to Bamana, a Mande language of West Africa, and aspects of Bamana culture. Basic grammatical structures and vocabulary. Emphasis on the spoken language.",Fall,"Class #: Open | MW
Monday, Wednesday
11:35 AM–12:25 PM
TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | FR C230
FR C230 | Amadou Sow | 12/34
Waitlist 0"
